interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,dwell_ms,home_city,synthetic_persona,days_until_event,price_mid
int_0021440,2026-03-26T20:50:57+00:00,user_0207,user_0207_session_022,evt_00213,swipe,right,true,swipe,Family,Exhibition,Science,Madrid,8.0,31.0,2026-05-21,madrid_river_stage,2026-03-26T21:10:57+00:00,3102,Valencia,broad_discovery_flexible,56,19.5
int_0000826,2026-03-26T20:51:37+00:00,user_0008,user_0008_session_008,evt_00222,swipe,right,true,swipe,Family,Exhibition,Immersive,Madrid,14.0,32.0,2026-06-16,madrid_distrito_club,2026-03-26T21:10:37+00:00,6909,Bilbao,music_local_budget,82,23.0
int_0015596,2026-03-26T20:52:57+00:00,user_0159,user_0159_session_004,evt_00468,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Valencia,50.0,76.0,2026-04-13,valencia_ciutat_arena,2026-03-26T21:40:57+00:00,3178,Bilbao,electronic_night_explorer,18,63.0
int_0013553,2026-03-26T20:53:19+00:00,user_0135,user_0135_session_004,evt_00983,swipe,left,false,swipe,Sports,Basketball,ACB,Bilbao,69.0,93.0,2026-07-21,bilbao_abando_arena,2026-03-26T21:43:19+00:00,1410,Madrid,family_weekend_local,117,81.0
int_0004472,2026-03-26T20:57:37+00:00,user_0039,user_0039_session_013,evt_00045,swipe,left,false,swipe,Music,Electronic,Techno,Madrid,54.0,70.0,2026-05-17,madrid_river_stage,2026-03-26T21:52:37+00:00,712,Madrid,music_local_budget,52,62.0
int_0024284,2026-03-26T20:59:00+00:00,user_0236,user_0236_session_015,evt_00908,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Bilbao,22.0,54.0,2026-04-15,bilbao_arenal_stage,2026-03-26T21:07:00+00:00,6532,Malaga,broad_discovery_flexible,20,38.0
int_0024154,2026-03-26T21:02:20+00:00,user_0235,user_0235_session_007,evt_00413,swipe,left,false,swipe,Family,Kids,Storytelling,Barcelona,22.0,44.0,2026-05-21,barcelona_montjuic_hall,2026-03-26T21:08:20+00:00,1401,Barcelona,broad_discovery_flexible,56,33.0
int_0002867,2026-03-26T21:03:35+00:00,user_0025,user_0025_session_019,evt_01125,swipe,right,true,swipe,Music,Rock,Indie_Rock,Malaga,49.0,61.0,2026-05-21,malaga_malaga_forum,2026-03-26T21:12:35+00:00,3057,Sevilla,music_local_budget,56,55.0
int_0011554,2026-03-26T21:07:41+00:00,user_0113,user_0113_session_002,evt_00151,swipe,right,true,chat,Arts_Theatre,Comedy,Stand_Up,Madrid,20.0,50.0,2026-07-23,madrid_river_stage,2026-03-26T22:02:41+00:00,4402,Malaga,arts_culture_local,119,35.0
int_0009505,2026-03-26T21:21:22+00:00,user_0091,user_0091_session_018,evt_00349,swipe,left,false,chat,Arts_Theatre,Theatre,Contemporary,Barcelona,40.0,54.0,2026-05-15,barcelona_montjuic_hall,2026-03-26T22:19:22+00:00,1596,Bilbao,arts_culture_local,50,47.0
int_0021232,2026-03-26T21:21:39+00:00,user_0206,user_0206_session_006,evt_01094,swipe,left,false,chat,Family,Circus,Acrobatic,Bilbao,28.0,48.0,2026-06-19,bilbao_arenal_stage,2026-03-26T22:21:39+00:00,1385,Bilbao,broad_discovery_flexible,85,38.0
int_0009089,2026-03-26T21:23:18+00:00,user_0087,user_0087_session_009,evt_00647,swipe,left,false,swipe,Family,Circus,Acrobatic,Valencia,12.0,48.0,2026-07-23,valencia_mediterraneo_hall,2026-03-26T21:37:18+00:00,1921,Malaga,arts_culture_local,119,30.0
int_0004525,2026-03-26T21:24:01+00:00,user_0040,user_0040_session_006,evt_01287,swipe,right,true,swipe,Arts_Theatre,Classical,Symphonic,Malaga,25.0,49.0,2026-07-17,malaga_malaga_forum,2026-03-26T22:18:01+00:00,7107,Madrid,music_local_budget,113,37.0
int_0010780,2026-03-26T21:26:05+00:00,user_0104,user_0104_session_015,evt_01237,swipe,right,true,swipe,Arts_Theatre,Theatre,Drama,Malaga,34.0,56.0,2026-05-20,malaga_malaga_forum,2026-03-26T21:56:05+00:00,6275,Valencia,arts_culture_local,55,45.0
int_0010611,2026-03-26T22:01:07+00:00,user_0102,user_0102_session_018,evt_00469,swipe,left,false,swipe,Music,Pop,Mainstream_Pop,Valencia,32.0,68.0,2026-05-18,valencia_mediterraneo_hall,2026-03-26T22:14:07+00:00,1130,Malaga,arts_culture_local,53,50.0
int_0014478,2026-03-26T22:01:49+00:00,user_0146,user_0146_session_007,evt_01109,swipe,right,true,swipe,Family,Exhibition,Science,Bilbao,19.0,45.0,2026-05-17,bilbao_abando_arena,2026-03-26T22:49:49+00:00,5255,Valencia,family_weekend_local,52,32.0
int_0012211,2026-03-26T22:06:06+00:00,user_0120,user_0120_session_012,evt_00222,swipe,right,true,swipe,Family,Exhibition,Immersive,Madrid,14.0,32.0,2026-06-16,madrid_distrito_club,2026-03-26T22:51:06+00:00,5746,Bilbao,family_weekend_local,82,23.0
int_0011565,2026-03-26T22:06:10+00:00,user_0113,user_0113_session_004,evt_01046,swipe,left,false,chat,Arts_Theatre,Comedy,Stand_Up,Bilbao,28.0,40.0,2026-06-23,bilbao_arenal_stage,2026-03-26T22:31:10+00:00,1530,Malaga,arts_culture_local,89,34.0
int_0017142,2026-03-26T22:07:05+00:00,user_0171,user_0171_session_002,evt_00692,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Sevilla,34.0,70.0,2026-04-17,sevilla_alameda_club,2026-03-26T22:19:05+00:00,6171,Malaga,electronic_night_explorer,22,52.0
int_0017617,2026-03-26T22:07:30+00:00,user_0175,user_0175_session_002,evt_00494,swipe,right,true,chat,Music,Electronic,Techno,Valencia,65.0,85.0,2026-06-19,valencia_ciutat_arena,2026-03-26T22:59:30+00:00,5827,Malaga,electronic_night_explorer,85,75.0
int_0005113,2026-03-26T22:10:56+00:00,user_0046,user_0046_session_012,evt_01172,swipe,right,true,swipe,Music,Urban,Trap,Malaga,30.0,54.0,2026-04-19,malaga_alcazaba_hall,2026-03-26T22:17:56+00:00,3566,Malaga,sports_travel_premium,24,42.0
int_0014579,2026-03-26T22:11:51+00:00,user_0147,user_0147_session_013,evt_01151,swipe,left,false,swipe,Music,Pop,Latin_Pop,Malaga,36.0,56.0,2026-07-22,malaga_malaga_forum,2026-03-26T22:53:51+00:00,2205,Sevilla,family_weekend_local,118,46.0
int_0014576,2026-03-26T22:12:51+00:00,user_0147,user_0147_session_013,evt_00894,swipe,right,true,swipe,Family,Exhibition,Immersive,Sevilla,8.0,38.0,2026-06-16,sevilla_alameda_club,2026-03-26T22:43:51+00:00,2914,Sevilla,family_weekend_local,82,23.0
int_0020103,2026-03-26T22:17:10+00:00,user_0195,user_0195_session_007,evt_00038,swipe,right,true,swipe,Music,Electronic,House,Madrid,65.0,77.0,2026-06-19,madrid_distrito_club,2026-03-26T22:41:10+00:00,8115,Madrid,electronic_night_explorer,85,71.0
int_0022877,2026-03-26T22:20:02+00:00,user_0222,user_0222_session_005,evt_00759,swipe,right,true,swipe,Sports,Basketball,ACB,Sevilla,58.0,90.0,2026-07-20,sevilla_triana_hall,2026-03-26T22:22:02+00:00,3747,Sevilla,broad_discovery_flexible,116,74.0
int_0021070,2026-03-26T22:21:26+00:00,user_0204,user_0204_session_016,evt_01173,swipe,left,false,swipe,Music,Urban,Trap,Malaga,38.0,54.0,2026-05-22,malaga_malaga_forum,2026-03-26T22:25:26+00:00,1153,Madrid,broad_discovery_flexible,57,46.0
int_0004461,2026-03-26T22:25:45+00:00,user_0039,user_0039_session_011,evt_00470,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Valencia,54.0,84.0,2026-06-17,valencia_ciutat_arena,2026-03-26T22:45:45+00:00,6003,Madrid,music_local_budget,83,69.0
int_0002644,2026-03-26T22:39:15+00:00,user_0023,user_0023_session_018,evt_00462,swipe,left,false,swipe,Music,Rock,Alternative_Rock,Valencia,38.0,62.0,2026-06-17,valencia_ciutat_arena,2026-03-26T23:34:15+00:00,1645,Sevilla,music_local_budget,83,50.0
int_0014647,2026-03-26T22:40:24+00:00,user_0148,user_0148_session_011,evt_01327,swipe,left,false,swipe,Family,Circus,Family_Circus,Malaga,24.0,52.0,2026-07-23,malaga_malaga_forum,2026-03-26T22:59:24+00:00,859,Bilbao,family_weekend_local,119,38.0
int_0021506,2026-03-26T22:42:27+00:00,user_0208,user_0208_session_012,evt_00500,swipe,right,true,swipe,Music,Urban,Trap,Valencia,31.0,65.0,2026-04-14,valencia_ciutat_arena,2026-03-26T23:41:27+00:00,7620,Valencia,broad_discovery_flexible,19,48.0
int_0022509,2026-03-26T22:47:23+00:00,user_0218,user_0218_session_015,evt_00391,swipe,left,false,swipe,Arts_Theatre,Classical,Symphonic,Barcelona,41.0,71.0,2026-07-22,barcelona_montjuic_hall,2026-03-26T23:29:23+00:00,1096,Valencia,broad_discovery_flexible,118,56.0
int_0003947,2026-03-26T22:47:37+00:00,user_0034,user_0034_session_020,evt_00820,swipe,right,true,swipe,Arts_Theatre,Comedy,Stand_Up,Sevilla,15.0,45.0,2026-04-14,sevilla_alameda_club,2026-03-26T22:48:37+00:00,8088,Valencia,music_local_budget,19,30.0
int_0019200,2026-03-26T22:50:41+00:00,user_0188,user_0188_session_002,evt_00244,swipe,right,true,swipe,Music,Pop,Mainstream_Pop,Barcelona,55.0,67.0,2026-04-12,barcelona_diagonal_arena,2026-03-26T23:46:41+00:00,8536,Malaga,electronic_night_explorer,17,61.0
int_0015854,2026-03-26T22:52:45+00:00,user_0161,user_0161_session_005,evt_00925,swipe,right,true,swipe,Music,Pop,Latin_Pop,Bilbao,28.0,62.0,2026-05-21,bilbao_abando_arena,2026-03-26T22:56:45+00:00,7612,Malaga,electronic_night_explorer,56,45.0
int_0019144,2026-03-26T23:00:42+00:00,user_0187,user_0187_session_016,evt_00014,swipe,left,false,swipe,Music,Rock,Alternative_Rock,Madrid,32.0,44.0,2026-06-21,madrid_distrito_club,2026-03-26T23:04:42+00:00,1962,Valencia,electronic_night_explorer,87,38.0
int_0018440,2026-03-26T23:02:06+00:00,user_0181,user_0181_session_022,evt_00702,swipe,right,true,chat,Music,Pop,Latin_Pop,Sevilla,36.0,72.0,2026-06-18,sevilla_alameda_club,2026-03-26T23:32:06+00:00,5651,Bilbao,electronic_night_explorer,84,54.0
int_0015466,2026-03-26T23:02:11+00:00,user_0157,user_0157_session_021,evt_00247,swipe,left,false,swipe,Music,Pop,Mainstream_Pop,Barcelona,43.0,61.0,2026-07-23,barcelona_montjuic_hall,2026-03-26T23:29:11+00:00,575,Madrid,electronic_night_explorer,119,52.0
int_0005725,2026-03-26T23:11:05+00:00,user_0052,user_0052_session_018,evt_00469,swipe,left,false,swipe,Music,Pop,Mainstream_Pop,Valencia,32.0,68.0,2026-05-18,valencia_mediterraneo_hall,2026-03-26T23:50:05+00:00,1856,Sevilla,sports_travel_premium,53,50.0
int_0000830,2026-03-26T23:16:18+00:00,user_0008,user_0008_session_008,evt_00532,swipe,left,false,swipe,Sports,Basketball,ACB,Valencia,60.0,92.0,2026-04-18,valencia_ciutat_arena,2026-03-26T23:23:18+00:00,1280,Bilbao,music_local_budget,23,76.0
int_0018268,2026-03-26T23:16:34+00:00,user_0180,user_0180_session_011,evt_00231,swipe,left,false,swipe,Music,Rock,Indie_Rock,Barcelona,32.0,64.0,2026-07-23,barcelona_montjuic_hall,2026-03-26T23:22:34+00:00,617,Valencia,electronic_night_explorer,119,48.0
int_0004278,2026-03-26T23:32:22+00:00,user_0037,user_0037_session_020,evt_01342,swipe,right,true,swipe,Family,Exhibition,Immersive,Malaga,11.0,41.0,2026-06-22,malaga_alcazaba_hall,2026-03-27T00:17:22+00:00,5277,Barcelona,music_local_budget,88,26.0
int_0013665,2026-03-26T23:33:18+00:00,user_0136,user_0136_session_011,evt_00869,swipe,left,false,swipe,Family,Circus,Acrobatic,Sevilla,28.0,48.0,2026-05-17,sevilla_triana_hall,2026-03-27T00:30:18+00:00,1612,Sevilla,family_weekend_local,52,38.0
int_0000221,2026-03-26T23:40:52+00:00,user_0002,user_0002_session_019,evt_00143,swipe,left,false,swipe,Arts_Theatre,Musical,Local_Musical,Madrid,67.0,81.0,2026-07-20,madrid_river_stage,2026-03-27T00:14:52+00:00,1452,Malaga,music_local_budget,116,74.0
int_0022413,2026-03-26T23:44:20+00:00,user_0217,user_0217_session_012,evt_00116,swipe,left,false,swipe,Arts_Theatre,Theatre,Drama,Madrid,33.0,59.0,2026-04-17,madrid_distrito_club,2026-03-26T23:59:20+00:00,464,Barcelona,broad_discovery_flexible,22,46.0
int_0021636,2026-03-26T23:44:34+00:00,user_0209,user_0209_session_012,evt_00229,swipe,left,false,swipe,Music,Rock,Indie_Rock,Barcelona,44.0,72.0,2026-05-19,barcelona_montjuic_hall,2026-03-26T23:57:34+00:00,1379,Madrid,broad_discovery_flexible,54,58.0
int_0013445,2026-03-26T23:48:40+00:00,user_0133,user_0133_session_018,evt_01143,swipe,left,false,swipe,Music,Pop,Mainstream_Pop,Malaga,53.0,77.0,2026-07-23,malaga_malaga_forum,2026-03-27T00:44:40+00:00,1009,Sevilla,family_weekend_local,119,65.0
int_0010746,2026-03-26T23:50:52+00:00,user_0104,user_0104_session_009,evt_00790,swipe,left,false,chat,Arts_Theatre,Theatre,Drama,Sevilla,22.0,46.0,2026-06-17,sevilla_alameda_club,2026-03-27T00:11:52+00:00,607,Valencia,arts_culture_local,83,34.0
int_0023285,2026-03-26T23:56:00+00:00,user_0226,user_0226_session_008,evt_01333,swipe,right,true,swipe,Family,Exhibition,Science,Malaga,8.0,32.0,2026-05-19,malaga_malaga_forum,2026-03-27T00:51:00+00:00,3611,Malaga,broad_discovery_flexible,54,20.0
int_0004925,2026-03-26T23:59:02+00:00,user_0044,user_0044_session_008,evt_01124,swipe,right,true,swipe,Music,Rock,Indie_Rock,Malaga,29.0,61.0,2026-04-15,malaga_alcazaba_hall,2026-03-27T00:24:02+00:00,2499,Malaga,sports_travel_premium,20,45.0
int_0021052,2026-03-27T09:00:05+00:00,user_0204,user_0204_session_013,evt_00750,swipe,right,true,swipe,Sports,Football,International_Friendly,Sevilla,70.0,106.0,2026-06-20,sevilla_alameda_club,2026-03-27T09:35:05+00:00,4507,Madrid,broad_discovery_flexible,85,88.0
int_0022891,2026-03-27T09:03:09+00:00,user_0222,user_0222_session_008,evt_01005,swipe,right,true,chat,Sports,Tennis,Exhibition,Bilbao,89.0,101.0,2026-05-21,bilbao_abando_arena,2026-03-27T09:11:09+00:00,7962,Sevilla,broad_discovery_flexible,55,95.0
int_0020235,2026-03-27T09:03:45+00:00,user_0196,user_0196_session_012,evt_00910,swipe,right,true,swipe,Music,Rock,Alternative_Rock,Bilbao,46.0,68.0,2026-06-22,bilbao_arenal_stage,2026-03-27T09:43:45+00:00,7059,Sevilla,electronic_night_explorer,87,57.0
int_0022745,2026-03-27T09:04:19+00:00,user_0221,user_0221_session_002,evt_00757,swipe,left,false,chat,Sports,Basketball,ACB,Sevilla,70.0,96.0,2026-05-22,sevilla_triana_hall,2026-03-27T09:12:19+00:00,1818,Valencia,broad_discovery_flexible,56,83.0
int_0023992,2026-03-27T09:08:13+00:00,user_0233,user_0233_session_015,evt_00845,swipe,left,false,chat,Arts_Theatre,Classical,Chamber,Sevilla,25.0,53.0,2026-05-22,sevilla_triana_hall,2026-03-27T09:46:13+00:00,1473,Sevilla,broad_discovery_flexible,56,39.0
int_0007974,2026-03-27T09:14:00+00:00,user_0076,user_0076_session_007,evt_00532,swipe,right,true,swipe,Sports,Basketball,ACB,Valencia,60.0,92.0,2026-04-18,valencia_ciutat_arena,2026-03-27T09:18:00+00:00,7841,Barcelona,sports_travel_premium,22,76.0
int_0018389,2026-03-27T09:19:14+00:00,user_0181,user_0181_session_013,evt_00399,swipe,left,false,swipe,Arts_Theatre,Classical,Chamber,Barcelona,32.0,64.0,2026-07-17,barcelona_montjuic_hall,2026-03-27T09:32:14+00:00,1604,Bilbao,electronic_night_explorer,112,48.0
int_0021896,2026-03-27T09:20:10+00:00,user_0212,user_0212_session_007,evt_01077,swipe,right,true,swipe,Family,Kids,Interactive_Show,Bilbao,26.0,48.0,2026-05-14,bilbao_abando_arena,2026-03-27T09:27:10+00:00,4579,Barcelona,broad_discovery_flexible,48,37.0
int_0005244,2026-03-27T09:22:50+00:00,user_0047,user_0047_session_016,evt_01198,swipe,right,true,swipe,Sports,Football,International_Friendly,Malaga,95.0,107.0,2026-06-17,malaga_alcazaba_hall,2026-03-27T09:50:50+00:00,5555,Madrid,sports_travel_premium,82,101.0
int_0011060,2026-03-27T09:23:29+00:00,user_0107,user_0107_session_015,evt_00357,swipe,right,true,swipe,Arts_Theatre,Musical,Broadway,Barcelona,53.0,65.0,2026-05-14,barcelona_montjuic_hall,2026-03-27T10:21:29+00:00,8312,Sevilla,arts_culture_local,48,59.0
int_0009513,2026-03-27T09:34:15+00:00,user_0091,user_0091_session_019,evt_00302,swipe,left,false,swipe,Sports,Football,International_Friendly,Barcelona,91.0,113.0,2026-06-17,barcelona_diagonal_arena,2026-03-27T09:36:15+00:00,1907,Bilbao,arts_culture_local,82,102.0
int_0013711,2026-03-27T09:37:23+00:00,user_0137,user_0137_session_002,evt_00414,swipe,left,false,swipe,Family,Kids,Storytelling,Barcelona,11.0,25.0,2026-06-18,barcelona_diagonal_arena,2026-03-27T10:15:23+00:00,2511,Sevilla,family_weekend_local,83,18.0
int_0007582,2026-03-27T09:40:43+00:00,user_0071,user_0071_session_014,evt_00932,swipe,right,true,chat,Music,Electronic,House,Bilbao,48.0,76.0,2026-04-13,bilbao_arenal_stage,2026-03-27T09:41:43+00:00,5792,Malaga,sports_travel_premium,17,62.0
int_0020059,2026-03-27T09:41:51+00:00,user_0194,user_0194_session_023,evt_00932,swipe,left,false,swipe,Music,Electronic,House,Bilbao,48.0,76.0,2026-04-13,bilbao_arenal_stage,2026-03-27T10:17:51+00:00,2024,Bilbao,electronic_night_explorer,17,62.0
int_0016925,2026-03-27T09:43:01+00:00,user_0169,user_0169_session_011,evt_00678,swipe,right,true,swipe,Music,Rock,Indie_Rock,Sevilla,25.0,47.0,2026-06-17,sevilla_alameda_club,2026-03-27T10:11:01+00:00,9024,Madrid,electronic_night_explorer,82,36.0
int_0005752,2026-03-27T09:44:58+00:00,user_0053,user_0053_session_006,evt_01103,swipe,right,true,swipe,Family,Circus,Family_Circus,Bilbao,23.0,53.0,2026-07-18,bilbao_abando_arena,2026-03-27T10:30:58+00:00,5229,Valencia,sports_travel_premium,113,38.0
int_0010535,2026-03-27T09:47:13+00:00,user_0102,user_0102_session_005,evt_00175,swipe,right,true,swipe,Arts_Theatre,Classical,Chamber,Madrid,47.0,59.0,2026-07-24,madrid_river_stage,2026-03-27T10:18:13+00:00,7777,Malaga,arts_culture_local,119,53.0
int_0004863,2026-03-27T09:48:20+00:00,user_0043,user_0043_session_015,evt_00103,swipe,right,true,chat,Sports,Tennis,ATP,Madrid,60.0,92.0,2026-07-20,madrid_river_stage,2026-03-27T10:12:20+00:00,5808,Sevilla,sports_travel_premium,115,76.0
int_0024473,2026-03-27T09:50:38+00:00,user_0238,user_0238_session_010,evt_00119,swipe,left,false,swipe,Arts_Theatre,Theatre,Drama,Madrid,25.0,55.0,2026-07-24,madrid_river_stage,2026-03-27T10:36:38+00:00,1048,Barcelona,broad_discovery_flexible,119,40.0
int_0007654,2026-03-27T09:51:20+00:00,user_0072,user_0072_session_011,evt_01142,swipe,left,false,swipe,Music,Pop,Mainstream_Pop,Malaga,36.0,56.0,2026-06-21,malaga_alcazaba_hall,2026-03-27T10:38:20+00:00,2262,Bilbao,sports_travel_premium,86,46.0
int_0010914,2026-03-27T09:57:20+00:00,user_0106,user_0106_session_007,evt_01028,swipe,right,true,swipe,Arts_Theatre,Musical,Broadway,Bilbao,47.0,71.0,2026-04-17,bilbao_arenal_stage,2026-03-27T10:00:20+00:00,4301,Madrid,arts_culture_local,21,59.0
int_0021121,2026-03-27T10:00:21+00:00,user_0205,user_0205_session_009,evt_00332,swipe,left,false,swipe,Sports,Tennis,Exhibition,Barcelona,86.0,110.0,2026-04-15,barcelona_diagonal_arena,2026-03-27T10:45:21+00:00,1451,Barcelona,broad_discovery_flexible,19,98.0
int_0016472,2026-03-27T10:06:50+00:00,user_0166,user_0166_session_006,evt_00775,swipe,left,false,swipe,Sports,Tennis,ATP,Sevilla,81.0,105.0,2026-07-22,sevilla_triana_hall,2026-03-27T11:05:50+00:00,3075,Bilbao,electronic_night_explorer,117,93.0
int_0021329,2026-03-27T10:10:56+00:00,user_0207,user_0207_session_003,evt_00236,swipe,right,true,chat,Music,Rock,Alternative_Rock,Barcelona,30.0,66.0,2026-04-16,barcelona_diagonal_arena,2026-03-27T10:47:56+00:00,7239,Valencia,broad_discovery_flexible,20,48.0
int_0003169,2026-03-27T10:12:14+00:00,user_0028,user_0028_session_012,evt_00719,swipe,left,false,swipe,Music,Electronic,Techno,Sevilla,50.0,82.0,2026-07-24,sevilla_triana_hall,2026-03-27T11:06:14+00:00,1069,Valencia,music_local_budget,119,66.0
int_0008377,2026-03-27T10:13:17+00:00,user_0080,user_0080_session_007,evt_01150,swipe,left,false,swipe,Music,Pop,Latin_Pop,Malaga,43.0,67.0,2026-06-20,malaga_alcazaba_hall,2026-03-27T10:59:17+00:00,2006,Sevilla,arts_culture_local,85,55.0
int_0004723,2026-03-27T10:14:07+00:00,user_0042,user_0042_session_006,evt_00815,swipe,left,false,swipe,Arts_Theatre,Musical,Local_Musical,Sevilla,50.0,82.0,2026-07-22,sevilla_triana_hall,2026-03-27T10:29:07+00:00,1447,Valencia,sports_travel_premium,117,66.0
int_0007238,2026-03-27T10:15:05+00:00,user_0068,user_0068_session_010,evt_00860,swipe,left,false,swipe,Family,Kids,Storytelling,Sevilla,8.0,35.0,2026-04-17,sevilla_alameda_club,2026-03-27T11:00:05+00:00,849,Madrid,sports_travel_premium,21,21.5
int_0017645,2026-03-27T10:25:08+00:00,user_0175,user_0175_session_006,evt_01277,swipe,left,false,chat,Arts_Theatre,Comedy,Improvised,Malaga,24.0,50.0,2026-05-19,malaga_malaga_forum,2026-03-27T11:16:08+00:00,2197,Malaga,electronic_night_explorer,53,37.0
int_0018307,2026-03-27T10:26:54+00:00,user_0180,user_0180_session_017,evt_00806,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Sevilla,38.0,70.0,2026-06-23,sevilla_alameda_club,2026-03-27T10:36:54+00:00,2485,Valencia,electronic_night_explorer,88,54.0
int_0003618,2026-03-27T10:38:03+00:00,user_0032,user_0032_session_004,evt_00645,swipe,left,false,swipe,Family,Circus,Acrobatic,Valencia,30.0,46.0,2026-05-16,valencia_mediterraneo_hall,2026-03-27T10:59:03+00:00,2122,Sevilla,music_local_budget,50,38.0
int_0022273,2026-03-27T10:38:24+00:00,user_0216,user_0216_session_003,evt_00511,swipe,left,false,swipe,Music,Urban,Hip_Hop,Valencia,22.0,58.0,2026-07-17,valencia_mediterraneo_hall,2026-03-27T11:00:24+00:00,815,Bilbao,broad_discovery_flexible,112,40.0
int_0016349,2026-03-27T10:50:56+00:00,user_0165,user_0165_session_003,evt_00132,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Madrid,59.0,71.0,2026-04-15,madrid_distrito_club,2026-03-27T10:57:56+00:00,1947,Malaga,electronic_night_explorer,19,65.0
int_0006402,2026-03-27T10:54:11+00:00,user_0060,user_0060_session_002,evt_00389,swipe,right,true,swipe,Arts_Theatre,Classical,Symphonic,Barcelona,45.0,75.0,2026-05-16,barcelona_montjuic_hall,2026-03-27T11:28:11+00:00,6251,Sevilla,sports_travel_premium,50,60.0
int_0006463,2026-03-27T10:58:33+00:00,user_0060,user_0060_session_012,evt_00300,swipe,left,false,swipe,Sports,Football,International_Friendly,Barcelona,99.0,121.0,2026-04-19,barcelona_diagonal_arena,2026-03-27T11:29:33+00:00,957,Sevilla,sports_travel_premium,23,110.0
int_0016160,2026-03-27T11:02:02+00:00,user_0163,user_0163_session_014,evt_00318,swipe,left,false,swipe,Sports,Basketball,EuroLeague,Barcelona,52.0,84.0,2026-06-19,barcelona_diagonal_arena,2026-03-27T11:33:02+00:00,892,Valencia,electronic_night_explorer,84,68.0
int_0011938,2026-03-27T11:04:49+00:00,user_0117,user_0117_session_005,evt_00644,swipe,right,true,swipe,Family,Circus,Acrobatic,Valencia,24.0,50.0,2026-04-18,valencia_ciutat_arena,2026-03-27T11:53:49+00:00,7669,Sevilla,family_weekend_local,22,37.0
int_0021313,2026-03-27T11:07:20+00:00,user_0206,user_0206_session_019,evt_00807,swipe,left,false,swipe,Arts_Theatre,Musical,Broadway,Sevilla,51.0,79.0,2026-07-21,sevilla_triana_hall,2026-03-27T11:39:20+00:00,1208,Bilbao,broad_discovery_flexible,116,65.0
int_0000783,2026-03-27T11:08:18+00:00,user_0007,user_0007_session_020,evt_00941,swipe,left,false,swipe,Music,Electronic,Techno,Bilbao,72.0,88.0,2026-05-20,bilbao_abando_arena,2026-03-27T11:12:18+00:00,424,Bilbao,music_local_budget,54,80.0
int_0008631,2026-03-27T11:13:42+00:00,user_0082,user_0082_session_015,evt_00644,swipe,left,false,swipe,Family,Circus,Acrobatic,Valencia,24.0,50.0,2026-04-18,valencia_ciutat_arena,2026-03-27T12:07:42+00:00,1780,Barcelona,arts_culture_local,22,37.0
int_0010073,2026-03-27T11:33:28+00:00,user_0097,user_0097_session_015,evt_01174,swipe,left,false,swipe,Music,Urban,Trap,Malaga,44.0,56.0,2026-06-22,malaga_alcazaba_hall,2026-03-27T12:09:28+00:00,555,Malaga,arts_culture_local,87,50.0
int_0006559,2026-03-27T11:37:31+00:00,user_0061,user_0061_session_015,evt_01157,swipe,left,false,chat,Music,Electronic,House,Malaga,50.0,70.0,2026-05-15,malaga_malaga_forum,2026-03-27T11:59:31+00:00,992,Barcelona,sports_travel_premium,49,60.0
int_0014233,2026-03-27T11:44:10+00:00,user_0143,user_0143_session_009,evt_01093,swipe,right,true,swipe,Family,Circus,Acrobatic,Bilbao,14.0,32.0,2026-05-15,bilbao_abando_arena,2026-03-27T12:44:10+00:00,4882,Valencia,family_weekend_local,49,23.0
int_0001860,2026-03-27T11:49:51+00:00,user_0017,user_0017_session_011,evt_01181,swipe,left,false,swipe,Music,Urban,Hip_Hop,Malaga,34.0,50.0,2026-05-19,malaga_malaga_forum,2026-03-27T11:57:51+00:00,1244,Bilbao,music_local_budget,53,42.0
int_0001684,2026-03-27T11:51:53+00:00,user_0015,user_0015_session_015,evt_00261,swipe,left,false,swipe,Music,Electronic,House,Barcelona,60.0,74.0,2026-05-14,barcelona_montjuic_hall,2026-03-27T12:20:53+00:00,850,Malaga,music_local_budget,48,67.0
int_0011707,2026-03-27T11:52:33+00:00,user_0114,user_0114_session_014,evt_00582,swipe,right,true,swipe,Arts_Theatre,Musical,Broadway,Valencia,50.0,76.0,2026-06-20,valencia_ciutat_arena,2026-03-27T12:43:33+00:00,4869,Malaga,arts_culture_local,85,63.0
int_0022500,2026-03-27T11:53:09+00:00,user_0218,user_0218_session_014,evt_01199,swipe,left,false,swipe,Sports,Football,International_Friendly,Malaga,91.0,115.0,2026-07-21,malaga_malaga_forum,2026-03-27T12:29:09+00:00,2464,Valencia,broad_discovery_flexible,116,103.0
int_0004570,2026-03-27T11:53:34+00:00,user_0040,user_0040_session_014,evt_00039,swipe,right,true,swipe,Music,Electronic,House,Madrid,46.0,80.0,2026-07-17,madrid_river_stage,2026-03-27T12:06:34+00:00,4828,Madrid,music_local_budget,112,63.0
