interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp
int_0004560,2026-01-29T06:45:10,user_081,sess_00448,event_01029,swipe,left,False,planner,Family,Magic,Family Magic,Bilbao,49.05,121.29,2026-07-06,venue_bilbao_051,2026-01-29T06:47:39
int_0004561,2026-01-30T01:09:25,user_081,sess_00449,event_00982,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Bilbao,66.39,99.01,2026-08-01,venue_bilbao_011,2026-01-30T01:10:27
int_0004562,2026-01-30T13:47:17,user_081,sess_00450,event_00290,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Bilbao,45.92,119.18,2026-05-06,venue_bilbao_022,2026-01-30T13:49:50
int_0004563,2026-01-31T13:15:12,user_081,sess_00448,event_00410,swipe,right,True,discover,Arts & Theatre,Classical,Chamber,Sevilla,51.7,114.02,2026-06-18,venue_sevilla_039,2026-01-31T13:16:59
int_0004564,2026-02-01T00:09:49,user_081,sess_00450,event_00386,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,Bilbao,35.19,56.55,2026-04-29,venue_bilbao_037,2026-02-01T00:10:38
int_0004565,2026-02-01T13:22:54,user_081,sess_00449,event_00455,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Bilbao,39.55,74.75,2026-04-29,venue_bilbao_020,2026-02-01T13:23:55
int_0004566,2026-02-02T11:46:13,user_081,sess_00449,event_00051,swipe,right,True,map,Arts & Theatre,Theatre,Comedy,Bilbao,50.14,126.09,2026-06-11,venue_bilbao_056,2026-02-02T11:47:25
int_0004567,2026-02-03T10:10:39,user_081,sess_00449,event_01231,swipe,right,True,discover,Arts & Theatre,Exhibition,Modern Art,Bilbao,39.42,93.69,2026-06-01,venue_bilbao_004,2026-02-03T10:11:05
int_0004568,2026-02-04T00:40:43,user_081,sess_00448,event_00251,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Barcelona,67.08,118.08,2026-05-09,venue_barcelona_023,2026-02-04T00:41:53
int_0004569,2026-02-04T21:29:09,user_081,sess_00450,event_00545,swipe,right,True,discover,Arts & Theatre,Theatre,Comedy,Bilbao,59.01,105.98,2026-07-09,venue_bilbao_006,2026-02-04T21:30:48
int_0004570,2026-02-06T08:03:38,user_081,sess_00449,event_00567,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Bilbao,61.03,103.18,2026-08-16,venue_bilbao_045,2026-02-06T08:05:24
int_0004571,2026-02-07T17:34:49,user_081,sess_00448,event_00423,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Bilbao,68.06,117.52,2026-07-17,venue_bilbao_002,2026-02-07T17:36:26
int_0004572,2026-02-08T12:26:22,user_081,sess_00448,event_00421,swipe,left,False,discover,Sports,Football,Champions,Sevilla,62.62,129.97,2026-08-02,venue_sevilla_068,2026-02-08T12:28:28
int_0004573,2026-02-09T00:25:34,user_081,sess_00450,event_01363,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,Bilbao,53.98,103.29,2026-06-08,venue_bilbao_027,2026-02-09T00:29:29
int_0004574,2026-02-09T19:15:13,user_081,sess_00448,event_00423,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Bilbao,68.06,117.52,2026-07-17,venue_bilbao_002,2026-02-09T19:15:38
int_0004575,2026-02-10T07:40:41,user_081,sess_00449,event_01412,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Bilbao,18.67,76.2,2026-07-17,venue_bilbao_065,2026-02-10T07:44:05
int_0004576,2026-02-10T22:43:29,user_081,sess_00448,event_01143,swipe,left,False,planner,Sports,Running,10K,Bilbao,61.34,150.38,2026-07-01,venue_bilbao_034,2026-02-10T22:45:37
int_0004577,2026-02-12T04:14:32,user_081,sess_00449,event_00790,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,37.37,57.2,2026-08-23,venue_bilbao_031,2026-02-12T04:17:57
int_0004578,2026-02-13T13:06:21,user_081,sess_00449,event_00360,swipe,right,True,map,Arts & Theatre,Dance,Flamenco,Bilbao,38.29,80.7,2026-06-14,venue_bilbao_007,2026-02-13T13:09:54
int_0004579,2026-02-14T13:44:30,user_081,sess_00449,event_00165,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Bilbao,38.38,124.81,2026-07-30,venue_bilbao_052,2026-02-14T13:45:14
int_0004580,2026-02-15T11:23:41,user_081,sess_00449,event_00165,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Bilbao,38.38,124.81,2026-07-30,venue_bilbao_052,2026-02-15T11:27:00
int_0004581,2026-02-16T20:12:59,user_081,sess_00450,event_01488,swipe,left,False,discover,Family,Magic,Illusion,Malaga,44.0,81.02,2026-05-21,venue_malaga_003,2026-02-16T20:14:31
int_0004582,2026-02-17T07:54:57,user_081,sess_00448,event_00431,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Madrid,67.81,108.03,2026-05-11,venue_madrid_025,2026-02-17T07:57:01
int_0004583,2026-02-17T14:01:06,user_081,sess_00449,event_01244,swipe,left,False,planner,Arts & Theatre,Exhibition,Photography,Bilbao,33.39,115.17,2026-06-10,venue_bilbao_065,2026-02-17T14:04:20
int_0004584,2026-02-17T19:22:56,user_081,sess_00449,event_00564,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Bilbao,39.62,60.42,2026-04-30,venue_bilbao_013,2026-02-17T19:25:07
int_0004585,2026-02-18T23:49:51,user_081,sess_00448,event_00428,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,45.61,104.43,2026-06-07,venue_bilbao_059,2026-02-18T23:53:31
int_0004586,2026-02-19T03:52:12,user_081,sess_00448,event_00685,swipe,right,True,planner,Music,Rock,Indie Rock,Bilbao,59.46,86.56,2026-05-15,venue_bilbao_069,2026-02-19T03:54:07
int_0004587,2026-02-20T12:35:04,user_081,sess_00450,event_00982,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Bilbao,66.39,99.01,2026-08-01,venue_bilbao_011,2026-02-20T12:35:30
int_0004588,2026-02-21T22:02:17,user_081,sess_00448,event_00590,swipe,right,True,planner,Arts & Theatre,Dance,Contemporary,Bilbao,13.57,102.42,2026-05-19,venue_bilbao_017,2026-02-21T22:05:53
int_0004589,2026-02-22T03:52:36,user_081,sess_00450,event_00428,swipe,right,True,planner,Arts & Theatre,Dance,Flamenco,Bilbao,45.61,104.43,2026-06-07,venue_bilbao_059,2026-02-22T03:55:32
int_0004590,2026-02-22T08:25:23,user_081,sess_00449,event_01244,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Bilbao,33.39,115.17,2026-06-10,venue_bilbao_065,2026-02-22T08:28:41
int_0004591,2026-02-22T21:51:49,user_081,sess_00448,event_00186,swipe,left,False,discover,Sports,Football,LaLiga,Barcelona,38.41,58.19,2026-05-22,venue_barcelona_060,2026-02-22T21:53:36
int_0004592,2026-02-23T05:16:17,user_081,sess_00449,event_01025,swipe,right,True,discover,Arts & Theatre,Exhibition,Immersive,A Coruna,39.82,114.91,2026-08-03,venue_a_coruna_012,2026-02-23T05:20:16
int_0004593,2026-02-23T20:17:58,user_081,sess_00450,event_00519,swipe,left,False,discover,Music,Pop,Synth Pop,Bilbao,35.08,72.68,2026-07-30,venue_bilbao_058,2026-02-23T20:20:29
int_0004594,2026-03-10T01:01:31,user_082,sess_00455,event_00472,swipe,left,False,discover,Arts & Theatre,Classical,Opera,Barcelona,42.13,104.47,2026-06-11,venue_barcelona_051,2026-03-10T01:03:23
int_0004595,2026-03-10T08:05:10,user_082,sess_00451,event_01271,swipe,right,True,discover,Arts & Theatre,Classical,Opera,Barcelona,14.22,51.64,2026-06-24,venue_barcelona_002,2026-03-10T08:08:43
int_0004596,2026-03-11T14:05:06,user_082,sess_00454,event_00748,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Madrid,57.78,74.94,2026-07-23,venue_madrid_055,2026-03-11T14:08:33
int_0004597,2026-03-13T00:53:25,user_082,sess_00455,event_00243,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Barcelona,60.17,127.41,2026-05-08,venue_barcelona_060,2026-03-13T00:57:04
int_0004598,2026-03-13T13:24:25,user_082,sess_00455,event_00190,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Barcelona,17.4,57.65,2026-04-28,venue_barcelona_064,2026-03-13T13:25:59
int_0004599,2026-03-13T23:51:33,user_082,sess_00454,event_01421,swipe,left,False,discover,Music,Electronic,EDM,Valencia,32.69,101.68,2026-07-21,venue_valencia_057,2026-03-13T23:53:38
int_0004600,2026-03-15T01:56:17,user_082,sess_00453,event_00505,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Barcelona,18.98,32.52,2026-06-26,venue_barcelona_004,2026-03-15T01:58:59
int_0004601,2026-03-16T07:51:50,user_082,sess_00453,event_00987,swipe,left,False,planner,Sports,Running,Marathon,Barcelona,21.46,61.06,2026-07-24,venue_barcelona_048,2026-03-16T07:51:52
int_0004602,2026-03-17T18:50:14,user_082,sess_00452,event_00730,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Barcelona,48.3,133.66,2026-07-12,venue_barcelona_041,2026-03-17T18:51:53
int_0004603,2026-03-19T00:47:31,user_082,sess_00453,event_00448,swipe,right,True,planner,Arts & Theatre,Dance,Ballet,Madrid,59.18,80.25,2026-05-04,venue_madrid_067,2026-03-19T00:50:42
int_0004604,2026-03-20T12:25:44,user_082,sess_00453,event_00162,swipe,right,True,discover,Arts & Theatre,Classical,Chamber,Barcelona,20.09,86.81,2026-08-07,venue_barcelona_024,2026-03-20T12:25:47
int_0004605,2026-03-21T05:55:21,user_082,sess_00452,event_01413,swipe,right,True,planner,Music,Electronic,Techno,Barcelona,16.94,80.44,2026-07-30,venue_barcelona_001,2026-03-21T05:55:54
int_0004606,2026-03-22T10:13:30,user_082,sess_00451,event_00281,swipe,right,True,discover,Arts & Theatre,Classical,Chamber,Madrid,45.59,132.18,2026-06-07,venue_madrid_021,2026-03-22T10:13:50
int_0004607,2026-03-23T14:44:11,user_082,sess_00451,event_00244,swipe,right,True,planner,Arts & Theatre,Dance,Contemporary,Barcelona,63.85,132.63,2026-07-07,venue_barcelona_006,2026-03-23T14:45:36
int_0004608,2026-03-24T11:51:05,user_082,sess_00454,event_00480,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Barcelona,62.0,71.84,2026-07-17,venue_barcelona_021,2026-03-24T11:51:11
int_0004609,2026-03-25T16:34:19,user_082,sess_00452,event_00667,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Madrid,47.05,92.86,2026-07-18,venue_madrid_033,2026-03-25T16:36:46
int_0004610,2026-03-26T05:08:37,user_082,sess_00452,event_00602,swipe,right,True,discover,Music,Jazz,Fusion,Barcelona,48.02,59.62,2026-06-13,venue_barcelona_021,2026-03-26T05:08:43
int_0004611,2026-03-27T10:33:46,user_082,sess_00453,event_00991,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,Barcelona,30.48,72.23,2026-07-10,venue_barcelona_049,2026-03-27T10:35:17
int_0004612,2026-03-28T14:57:53,user_082,sess_00453,event_00184,swipe,right,True,discover,Family,Theme Park,Season Pass,Madrid,38.34,87.18,2026-07-14,venue_madrid_054,2026-03-28T14:59:09
int_0004613,2026-03-29T16:44:19,user_082,sess_00453,event_01114,swipe,right,True,map,Arts & Theatre,Dance,Ballet,Barcelona,21.41,109.21,2026-08-23,venue_barcelona_055,2026-03-29T16:44:39
int_0004614,2026-03-31T03:05:29,user_082,sess_00454,event_01231,swipe,right,True,discover,Arts & Theatre,Exhibition,Modern Art,Bilbao,39.42,93.69,2026-06-01,venue_bilbao_004,2026-03-31T03:06:24
int_0004615,2026-03-31T16:00:05,user_082,sess_00455,event_00663,swipe,right,True,planner,Arts & Theatre,Classical,Chamber,Barcelona,56.06,92.36,2026-07-08,venue_barcelona_027,2026-03-31T16:01:23
int_0004616,2026-04-01T19:31:42,user_082,sess_00455,event_00966,swipe,right,True,planner,Arts & Theatre,Theatre,Comedy,Barcelona,49.61,108.83,2026-07-06,venue_barcelona_042,2026-04-01T19:34:42
int_0004617,2026-04-02T23:18:09,user_082,sess_00454,event_00876,swipe,right,True,discover,Arts & Theatre,Classical,Symphonic,Barcelona,38.94,117.98,2026-07-20,venue_barcelona_058,2026-04-02T23:21:13
int_0004618,2026-04-03T10:48:01,user_082,sess_00455,event_00475,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Barcelona,70.84,105.41,2026-05-01,venue_barcelona_006,2026-04-03T10:51:23
int_0004619,2026-04-04T02:03:05,user_082,sess_00452,event_00251,swipe,right,True,planner,Arts & Theatre,Dance,Contemporary,Barcelona,67.08,118.08,2026-05-09,venue_barcelona_023,2026-04-04T02:05:49
int_0004620,2026-04-04T20:10:45,user_082,sess_00451,event_01305,swipe,left,False,planner,Family,Magic,Family Magic,Barcelona,29.8,48.61,2026-07-28,venue_barcelona_024,2026-04-04T20:12:31
int_0004621,2026-04-06T06:58:49,user_082,sess_00451,event_00556,swipe,left,False,planner,Music,Electronic,EDM,Barcelona,53.34,90.94,2026-08-06,venue_barcelona_060,2026-04-06T07:02:28
int_0004622,2026-04-07T09:50:31,user_082,sess_00454,event_00790,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,37.37,57.2,2026-08-23,venue_bilbao_031,2026-04-07T09:51:26
int_0004623,2026-04-08T07:24:36,user_082,sess_00455,event_00959,swipe,right,True,planner,Arts & Theatre,Classical,Opera,Sevilla,16.09,69.06,2026-06-24,venue_sevilla_063,2026-04-08T07:27:01
int_0004624,2026-04-08T18:58:10,user_082,sess_00453,event_00539,swipe,left,False,discover,Music,Urban,Reggaeton,Barcelona,65.61,151.64,2026-05-06,venue_barcelona_043,2026-04-08T18:59:33
int_0004625,2026-04-09T01:58:30,user_082,sess_00455,event_00966,swipe,right,True,discover,Arts & Theatre,Theatre,Comedy,Barcelona,49.61,108.83,2026-07-06,venue_barcelona_042,2026-04-09T02:00:28
int_0004626,2026-04-09T20:59:54,user_082,sess_00454,event_01403,swipe,left,False,discover,Family,Kids,Disney,Barcelona,17.36,96.28,2026-07-08,venue_barcelona_015,2026-04-09T21:03:52
int_0004627,2026-04-10T17:10:16,user_082,sess_00453,event_00380,swipe,right,True,discover,Arts & Theatre,Classical,Symphonic,Barcelona,55.73,113.34,2026-05-30,venue_barcelona_042,2026-04-10T17:11:25
int_0004628,2026-04-12T00:39:44,user_082,sess_00451,event_00934,swipe,left,False,planner,Music,Rock,Alternative Rock,Barcelona,17.47,67.48,2026-07-09,venue_barcelona_030,2026-04-12T00:40:37
int_0004629,2026-04-12T12:28:25,user_082,sess_00454,event_00654,swipe,right,True,planner,Arts & Theatre,Theatre,Musical,Barcelona,55.88,144.53,2026-07-28,venue_barcelona_019,2026-04-12T12:29:51
int_0004630,2026-04-13T12:13:12,user_082,sess_00452,event_00382,swipe,left,False,discover,Music,Electronic,Techno,Barcelona,61.83,112.82,2026-05-13,venue_barcelona_052,2026-04-13T12:15:21
int_0004631,2026-04-14T22:55:42,user_082,sess_00452,event_00193,swipe,right,True,planner,Arts & Theatre,Dance,Contemporary,Barcelona,45.19,59.22,2026-06-11,venue_barcelona_025,2026-04-14T22:58:04
int_0004632,2026-04-16T01:22:24,user_082,sess_00451,event_00505,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Barcelona,18.98,32.52,2026-06-26,venue_barcelona_004,2026-04-16T01:25:27
int_0004633,2026-04-17T10:40:21,user_082,sess_00454,event_00165,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Bilbao,38.38,124.81,2026-07-30,venue_bilbao_052,2026-04-17T10:43:46
int_0004634,2026-04-17T19:45:26,user_082,sess_00452,event_01473,swipe,right,True,planner,Music,Urban,Trap,Barcelona,34.26,106.49,2026-07-14,venue_barcelona_034,2026-04-17T19:47:21
int_0004635,2026-04-18T20:58:50,user_082,sess_00455,event_00011,swipe,right,True,planner,Arts & Theatre,Classical,Opera,Barcelona,67.74,152.47,2026-06-05,venue_barcelona_059,2026-04-18T21:02:29
int_0004636,2026-04-19T20:06:24,user_082,sess_00453,event_00468,swipe,right,True,planner,Arts & Theatre,Exhibition,Modern Art,Barcelona,18.53,79.47,2026-07-05,venue_barcelona_063,2026-04-19T20:07:01
int_0004637,2026-04-20T10:55:33,user_082,sess_00451,event_00472,swipe,right,True,discover,Arts & Theatre,Classical,Opera,Barcelona,42.13,104.47,2026-06-11,venue_barcelona_051,2026-04-20T10:57:24
int_0004638,2026-04-21T04:33:50,user_082,sess_00452,event_01394,swipe,right,True,discover,Arts & Theatre,Classical,Opera,Barcelona,22.88,54.24,2026-08-20,venue_barcelona_052,2026-04-21T04:35:07
int_0004639,2026-04-21T14:26:06,user_082,sess_00453,event_00196,swipe,right,True,discover,Arts & Theatre,Exhibition,Immersive,Barcelona,31.68,89.95,2026-05-13,venue_barcelona_066,2026-04-21T14:29:59
int_0004640,2026-04-22T21:59:11,user_082,sess_00452,event_01214,swipe,right,True,discover,Music,Rock,Indie Rock,Madrid,66.54,129.1,2026-08-04,venue_madrid_037,2026-04-22T21:59:53
int_0004641,2026-04-24T06:07:18,user_082,sess_00455,event_01480,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Valencia,37.32,99.54,2026-06-06,venue_valencia_017,2026-04-24T06:08:58
int_0004642,2026-03-10T23:09:46,user_083,sess_00459,event_00101,swipe,left,False,discover,Family,Circus,Animal-Free,Barcelona,32.19,77.48,2026-05-29,venue_barcelona_002,2026-03-10T23:12:14
int_0004643,2026-03-11T21:03:09,user_083,sess_00460,event_01073,swipe,right,True,planner,Arts & Theatre,Classical,Opera,Barcelona,34.3,95.62,2026-07-12,venue_barcelona_068,2026-03-11T21:04:49
int_0004644,2026-03-12T22:45:41,user_083,sess_00456,event_00397,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,47.13,93.16,2026-05-29,venue_bilbao_048,2026-03-12T22:48:47
int_0004645,2026-03-13T08:21:04,user_083,sess_00457,event_00790,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,37.37,57.2,2026-08-23,venue_bilbao_031,2026-03-13T08:21:31
int_0004646,2026-03-13T12:55:22,user_083,sess_00457,event_00764,swipe,left,False,planner,Family,Kids,Disney,Sevilla,1.6,24.29,2026-07-21,venue_sevilla_064,2026-03-13T12:56:29
int_0004647,2026-03-14T13:43:03,user_083,sess_00458,event_01479,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,Madrid,55.8,88.49,2026-05-19,venue_madrid_033,2026-03-14T13:46:50
int_0004648,2026-03-15T08:52:31,user_083,sess_00460,event_00605,swipe,left,False,planner,Family,Kids,Educational,Bilbao,51.32,103.89,2026-06-28,venue_bilbao_059,2026-03-15T08:52:44
int_0004649,2026-03-15T13:40:00,user_083,sess_00458,event_00379,swipe,left,False,planner,Family,Kids,Puppets,Bilbao,50.57,128.95,2026-05-31,venue_bilbao_040,2026-03-15T13:43:46
int_0004650,2026-03-15T19:04:34,user_083,sess_00460,event_00856,swipe,right,True,discover,Music,Urban,Hip-Hop,Bilbao,23.74,32.56,2026-06-21,venue_bilbao_004,2026-03-15T19:05:01
int_0004651,2026-03-16T17:31:14,user_083,sess_00459,event_01494,swipe,right,True,discover,Arts & Theatre,Classical,Opera,Bilbao,23.6,100.01,2026-07-10,venue_bilbao_051,2026-03-16T17:32:37
int_0004652,2026-03-18T03:26:27,user_083,sess_00457,event_00455,swipe,right,True,map,Arts & Theatre,Exhibition,Immersive,Bilbao,39.55,74.75,2026-04-29,venue_bilbao_020,2026-03-18T03:28:57
int_0004653,2026-03-18T17:18:06,user_083,sess_00458,event_01494,swipe,right,True,planner,Arts & Theatre,Classical,Opera,Bilbao,23.6,100.01,2026-07-10,venue_bilbao_051,2026-03-18T17:19:07
int_0004654,2026-03-19T17:49:04,user_083,sess_00458,event_01340,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Madrid,27.78,44.17,2026-05-18,venue_madrid_036,2026-03-19T17:50:25
int_0004655,2026-03-20T12:46:13,user_083,sess_00460,event_01452,swipe,right,True,discover,Arts & Theatre,Classical,Symphonic,Barcelona,31.98,95.55,2026-06-11,venue_barcelona_059,2026-03-20T12:49:44
int_0004656,2026-03-21T06:59:52,user_083,sess_00458,event_00847,swipe,left,False,discover,Music,Urban,Trap,Bilbao,27.57,39.43,2026-05-26,venue_bilbao_039,2026-03-21T07:03:08
int_0004657,2026-03-21T14:14:25,user_083,sess_00457,event_01122,swipe,right,True,planner,Family,Kids,Educational,Bilbao,47.76,94.87,2026-07-10,venue_bilbao_004,2026-03-21T14:17:13
int_0004658,2026-03-22T20:11:17,user_083,sess_00460,event_00779,swipe,left,False,discover,Sports,Basketball,EuroLeague,Bilbao,35.99,98.39,2026-08-06,venue_bilbao_065,2026-03-22T20:11:36
int_0004659,2026-03-23T17:42:45,user_083,sess_00459,event_01059,swipe,right,True,discover,Music,Urban,Hip-Hop,Bilbao,59.83,68.31,2026-06-10,venue_bilbao_018,2026-03-23T17:43:55
int_0004660,2026-03-25T00:58:40,user_083,sess_00456,event_00939,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Bilbao,71.81,157.37,2026-08-04,venue_bilbao_045,2026-03-25T01:02:06
int_0004661,2026-03-26T05:43:05,user_083,sess_00458,event_00379,swipe,left,False,map,Family,Kids,Puppets,Bilbao,50.57,128.95,2026-05-31,venue_bilbao_040,2026-03-26T05:43:28
int_0004662,2026-03-27T00:40:32,user_083,sess_00459,event_00386,swipe,right,True,planner,Arts & Theatre,Dance,Ballet,Bilbao,35.19,56.55,2026-04-29,venue_bilbao_037,2026-03-27T00:41:53
int_0004663,2026-03-27T13:26:47,user_083,sess_00460,event_00397,swipe,right,True,planner,Arts & Theatre,Dance,Flamenco,Bilbao,47.13,93.16,2026-05-29,venue_bilbao_048,2026-03-27T13:27:02
int_0004664,2026-03-28T10:41:43,user_083,sess_00458,event_00590,swipe,right,True,planner,Arts & Theatre,Dance,Contemporary,Bilbao,13.57,102.42,2026-05-19,venue_bilbao_017,2026-03-28T10:44:55
int_0004665,2026-03-29T07:15:07,user_083,sess_00460,event_00114,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Sevilla,62.84,105.79,2026-06-26,venue_sevilla_008,2026-03-29T07:18:15
int_0004666,2026-03-30T08:58:41,user_083,sess_00457,event_00415,swipe,right,True,planner,Arts & Theatre,Exhibition,Modern Art,Madrid,22.48,33.71,2026-08-08,venue_madrid_013,2026-03-30T09:01:21
int_0004667,2026-03-31T02:56:32,user_083,sess_00458,event_01445,swipe,left,False,discover,Music,Pop,Synth Pop,Bilbao,27.9,77.14,2026-08-06,venue_bilbao_026,2026-03-31T02:56:33
int_0004668,2026-04-01T07:42:13,user_083,sess_00457,event_00368,swipe,right,True,planner,Arts & Theatre,Exhibition,Modern Art,Malaga,44.65,67.81,2026-07-17,venue_malaga_012,2026-04-01T07:44:27
int_0004669,2026-04-02T18:52:17,user_083,sess_00457,event_00567,swipe,right,True,discover,Arts & Theatre,Exhibition,Photography,Bilbao,61.03,103.18,2026-08-16,venue_bilbao_045,2026-04-02T18:53:17
int_0004670,2026-04-04T03:27:56,user_083,sess_00460,event_00117,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Sevilla,65.29,107.22,2026-06-22,venue_sevilla_056,2026-04-04T03:30:08
int_0004671,2026-04-05T01:17:37,user_083,sess_00456,event_01412,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Bilbao,18.67,76.2,2026-07-17,venue_bilbao_065,2026-04-05T01:18:17
int_0004672,2026-04-06T10:20:17,user_083,sess_00459,event_00428,swipe,right,True,map,Arts & Theatre,Dance,Flamenco,Bilbao,45.61,104.43,2026-06-07,venue_bilbao_059,2026-04-06T10:21:33
int_0004673,2026-04-06T23:30:04,user_083,sess_00460,event_01024,swipe,right,True,discover,Arts & Theatre,Classical,Symphonic,Madrid,53.28,139.55,2026-06-03,venue_madrid_063,2026-04-06T23:33:54
int_0004674,2026-04-07T17:18:08,user_083,sess_00456,event_01244,swipe,right,True,planner,Arts & Theatre,Exhibition,Photography,Bilbao,33.39,115.17,2026-06-10,venue_bilbao_065,2026-04-07T17:21:50
int_0004675,2026-04-08T17:40:11,user_083,sess_00456,event_01453,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,Sevilla,50.53,93.57,2026-05-11,venue_sevilla_018,2026-04-08T17:41:59
int_0004676,2026-04-09T17:52:43,user_083,sess_00458,event_01438,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Zaragoza,53.22,128.67,2026-07-16,venue_zaragoza_044,2026-04-09T17:53:22
int_0004677,2026-04-10T10:38:16,user_083,sess_00460,event_00428,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,45.61,104.43,2026-06-07,venue_bilbao_059,2026-04-10T10:39:38
int_0004678,2026-04-11T06:28:27,user_083,sess_00457,event_00440,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,56.0,76.01,2026-06-01,venue_madrid_021,2026-04-11T06:29:36
int_0004679,2026-04-12T03:16:32,user_083,sess_00460,event_00096,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Sevilla,60.12,86.08,2026-07-12,venue_sevilla_030,2026-04-12T03:19:46
int_0004680,2026-04-12T12:36:41,user_083,sess_00460,event_00658,swipe,right,True,planner,Arts & Theatre,Dance,Ballet,Bilbao,40.39,62.25,2026-07-15,venue_bilbao_008,2026-04-12T12:37:31
int_0004681,2026-04-14T00:10:45,user_083,sess_00459,event_00790,swipe,right,True,planner,Arts & Theatre,Dance,Flamenco,Bilbao,37.37,57.2,2026-08-23,venue_bilbao_031,2026-04-14T00:12:39
int_0004682,2026-04-14T08:52:26,user_083,sess_00460,event_00397,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Bilbao,47.13,93.16,2026-05-29,venue_bilbao_048,2026-04-14T08:55:11
int_0004683,2026-04-14T23:54:20,user_083,sess_00456,event_00426,swipe,right,True,planner,Arts & Theatre,Exhibition,Modern Art,Madrid,36.21,47.15,2026-05-09,venue_madrid_003,2026-04-14T23:56:15
int_0004684,2026-04-16T08:57:57,user_083,sess_00458,event_00337,swipe,left,False,planner,Arts & Theatre,Theatre,Drama,Bilbao,54.67,142.08,2026-05-07,venue_bilbao_019,2026-04-16T09:00:04
int_0004685,2026-04-17T16:29:43,user_083,sess_00458,event_00303,swipe,right,True,planner,Music,Urban,Trap,Madrid,15.04,101.6,2026-06-23,venue_madrid_057,2026-04-17T16:30:48
int_0004686,2026-04-18T10:30:35,user_083,sess_00457,event_01215,swipe,right,True,planner,Arts & Theatre,Classical,Symphonic,Sevilla,47.11,61.73,2026-06-20,venue_sevilla_026,2026-04-18T10:33:43
int_0004687,2026-04-19T17:05:35,user_083,sess_00459,event_00121,swipe,right,True,planner,Arts & Theatre,Exhibition,Immersive,Madrid,18.22,67.83,2026-06-10,venue_madrid_040,2026-04-19T17:08:19
int_0004688,2026-04-20T08:43:22,user_083,sess_00459,event_01122,swipe,left,False,discover,Family,Kids,Educational,Bilbao,47.76,94.87,2026-07-10,venue_bilbao_004,2026-04-20T08:45:16
int_0004689,2026-04-20T19:57:50,user_083,sess_00459,event_00781,swipe,left,False,planner,Music,Jazz,Smooth Jazz,Valencia,71.23,122.91,2026-05-30,venue_valencia_060,2026-04-20T19:58:45
int_0004690,2026-04-22T05:43:55,user_083,sess_00457,event_00435,swipe,right,True,discover,Arts & Theatre,Dance,Ballet,Malaga,35.87,71.98,2026-05-31,venue_malaga_032,2026-04-22T05:45:10
