interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,days_until_event,avg_price,is_right_swipe
int_0005216,2026-04-25 10:19:26,user_094,sess_00528,event_00890,swipe,right,True,discover,Family,Magic,Stage Magic,Zaragoza,0.06,46.16,2026-05-01,venue_zaragoza_058,2026-04-25 10:20:21,6,23.11,1
int_0005217,2026-04-25 06:41:54,user_094,sess_00524,event_00970,swipe,left,False,discover,Family,Magic,Family Magic,Zaragoza,41.78,105.37,2026-07-15,venue_zaragoza_042,2026-04-25 06:43:33,81,73.575,0
int_0005218,2026-04-25 05:21:37,user_094,sess_00526,event_00529,swipe,right,True,discover,Family,Circus,Animal-Free,Zaragoza,58.17,123.38,2026-05-13,venue_zaragoza_057,2026-04-25 05:24:52,18,90.775,1
int_0005219,2026-04-25 11:07:58,user_094,sess_00526,event_00390,swipe,left,False,discover,Sports,Motor,Rally,Madrid,56.84,114.78,2026-07-06,venue_madrid_048,2026-04-25 11:11:21,72,85.81,0
int_0005220,2026-03-06 21:05:01,user_095,sess_00532,event_01447,swipe,right,True,discover,Family,Circus,Animal-Free,Zaragoza,16.81,74.56,2026-05-27,venue_zaragoza_063,2026-03-06 21:07:10,82,45.685,1
int_0005221,2026-03-07 06:41:49,user_095,sess_00532,event_00314,swipe,left,False,planner,Family,Kids,Puppets,Zaragoza,50.34,92.85,2026-08-14,venue_zaragoza_050,2026-03-07 06:45:40,160,71.595,0
int_0005222,2026-03-08 07:47:48,user_095,sess_00533,event_01362,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Zaragoza,44.28,69.55,2026-05-15,venue_zaragoza_050,2026-03-08 07:49:50,68,56.915,0
int_0005223,2026-03-09 03:09:10,user_095,sess_00529,event_01006,swipe,right,True,discover,Family,Magic,Family Magic,Zaragoza,14.6,36.58,2026-05-26,venue_zaragoza_070,2026-03-09 03:11:25,78,25.59,1
int_0005224,2026-03-10 01:17:11,user_095,sess_00534,event_01157,swipe,left,False,map,Arts & Theatre,Theatre,Musical,Valencia,45.17,130.96,2026-08-11,venue_valencia_034,2026-03-10 01:18:50,154,88.065,0
int_0005225,2026-03-10 15:09:35,user_095,sess_00532,event_00288,swipe,left,False,map,Sports,Basketball,Friendly,Madrid,36.87,81.85,2026-05-19,venue_madrid_018,2026-03-10 15:12:58,70,59.36,0
int_0005226,2026-03-10 20:37:50,user_095,sess_00530,event_00529,swipe,left,False,discover,Family,Circus,Animal-Free,Zaragoza,58.17,123.38,2026-05-13,venue_zaragoza_057,2026-03-10 20:38:47,64,90.775,0
int_0005227,2026-03-11 18:07:22,user_095,sess_00530,event_00364,swipe,left,False,planner,Sports,Football,Champions,Zaragoza,21.21,56.36,2026-05-16,venue_zaragoza_056,2026-03-11 18:08:37,66,38.785,0
int_0005228,2026-03-12 07:54:33,user_095,sess_00531,event_00529,swipe,right,True,discover,Family,Circus,Animal-Free,Zaragoza,58.17,123.38,2026-05-13,venue_zaragoza_057,2026-03-12 07:58:00,62,90.775,1
int_0005229,2026-03-13 15:09:07,user_095,sess_00531,event_00754,swipe,right,True,discover,Family,Kids,Disney,Zaragoza,41.89,65.07,2026-06-11,venue_zaragoza_061,2026-03-13 15:09:29,90,53.48,1
int_0005230,2026-03-14 22:47:45,user_095,sess_00534,event_00365,swipe,right,True,discover,Family,Circus,Animal-Free,Valencia,14.25,26.32,2026-06-03,venue_valencia_037,2026-03-14 22:50:59,81,20.285,1
int_0005231,2026-03-16 09:58:58,user_095,sess_00530,event_00359,swipe,right,True,discover,Family,Magic,Stage Magic,Malaga,0.68,25.87,2026-06-22,venue_malaga_043,2026-03-16 09:59:07,98,13.275,1
int_0005232,2026-03-17 20:01:21,user_095,sess_00530,event_00414,swipe,right,True,discover,Family,Circus,Classic Circus,Zaragoza,43.41,125.6,2026-07-27,venue_zaragoza_010,2026-03-17 20:03:51,132,84.505,1
int_0005233,2026-03-18 21:51:28,user_095,sess_00534,event_00704,swipe,right,True,discover,Family,Magic,Stage Magic,Zaragoza,24.7,75.49,2026-05-07,venue_zaragoza_030,2026-03-18 21:52:22,50,50.095,1
int_0005234,2026-03-20 04:31:07,user_095,sess_00529,event_01006,swipe,right,True,discover,Family,Magic,Family Magic,Zaragoza,14.6,36.58,2026-05-26,venue_zaragoza_070,2026-03-20 04:32:02,67,25.59,1
int_0005235,2026-03-21 00:52:28,user_095,sess_00532,event_00135,swipe,left,False,discover,Sports,Football,LaLiga,Zaragoza,63.27,133.58,2026-06-24,venue_zaragoza_064,2026-03-21 00:53:26,95,98.42500000000001,0
int_0005236,2026-03-21 13:38:19,user_095,sess_00534,event_00620,swipe,right,True,discover,Family,Circus,Acrobatics,Zaragoza,33.9,97.51,2026-06-03,venue_zaragoza_067,2026-03-21 13:41:06,74,65.705,1
int_0005237,2026-03-21 19:47:19,user_095,sess_00534,event_00376,swipe,right,True,discover,Family,Circus,Classic Circus,Barcelona,6.34,78.26,2026-08-22,venue_barcelona_013,2026-03-21 19:50:55,154,42.300000000000004,1
int_0005238,2026-03-23 02:29:16,user_095,sess_00533,event_00754,swipe,right,True,discover,Family,Kids,Disney,Zaragoza,41.89,65.07,2026-06-11,venue_zaragoza_061,2026-03-23 02:30:57,80,53.48,1
int_0005239,2026-03-23 09:27:45,user_095,sess_00534,event_00743,swipe,left,False,discover,Arts & Theatre,Dance,Flamenco,Sevilla,46.8,122.31,2026-07-03,venue_sevilla_013,2026-03-23 09:29:25,102,84.555,0
int_0005240,2026-03-23 17:06:06,user_095,sess_00532,event_00529,swipe,left,False,discover,Family,Circus,Animal-Free,Zaragoza,58.17,123.38,2026-05-13,venue_zaragoza_057,2026-03-23 17:08:10,51,90.775,0
int_0005241,2026-03-25 03:54:40,user_095,sess_00534,event_00261,swipe,left,False,discover,Sports,Running,Marathon,Zaragoza,53.15,92.32,2026-07-22,venue_zaragoza_024,2026-03-25 03:56:05,119,72.735,0
int_0005242,2026-03-25 10:30:51,user_095,sess_00534,event_00734,swipe,right,True,map,Family,Theme Park,Adventure,Zaragoza,0.4,60.78,2026-05-07,venue_zaragoza_049,2026-03-25 10:34:23,43,30.59,1
int_0005243,2026-03-25 14:50:58,user_095,sess_00531,event_01447,swipe,right,True,discover,Family,Circus,Animal-Free,Zaragoza,16.81,74.56,2026-05-27,venue_zaragoza_063,2026-03-25 14:53:11,63,45.685,1
int_0005244,2026-03-25 19:27:28,user_095,sess_00531,event_01043,swipe,left,False,map,Family,Theme Park,Season Pass,Madrid,56.79,96.73,2026-06-05,venue_madrid_022,2026-03-25 19:30:06,72,76.76,0
int_0005245,2026-03-26 19:36:00,user_095,sess_00533,event_00970,swipe,right,True,discover,Family,Magic,Family Magic,Zaragoza,41.78,105.37,2026-07-15,venue_zaragoza_042,2026-03-26 19:38:32,111,73.575,1
int_0005246,2026-03-28 03:54:17,user_095,sess_00529,event_00369,swipe,right,True,discover,Family,Theme Park,Adventure,Barcelona,15.8,92.44,2026-06-24,venue_barcelona_057,2026-03-28 03:58:14,88,54.12,1
int_0005247,2026-03-28 16:15:15,user_095,sess_00531,event_00314,swipe,right,True,discover,Family,Kids,Puppets,Zaragoza,50.34,92.85,2026-08-14,venue_zaragoza_050,2026-03-28 16:17:04,139,71.595,1
int_0005248,2026-03-29 17:52:14,user_095,sess_00532,event_00527,swipe,left,False,discover,Sports,Football,Friendly,Zaragoza,32.84,64.14,2026-05-25,venue_zaragoza_040,2026-03-29 17:54:21,57,48.49,0
int_0005249,2026-03-30 15:29:02,user_095,sess_00529,event_00417,swipe,right,True,map,Music,Pop,Synth Pop,Zaragoza,63.9,86.9,2026-06-12,venue_zaragoza_012,2026-03-30 15:33:01,74,75.4,1
int_0005250,2026-02-01 10:24:21,user_096,sess_00535,event_00241,swipe,left,False,map,Family,Kids,Disney,Zaragoza,59.97,107.24,2026-07-30,venue_zaragoza_016,2026-02-01 10:24:43,179,83.60499999999999,0
int_0005251,2026-02-02 07:47:20,user_096,sess_00537,event_01301,swipe,left,False,discover,Family,Kids,Puppets,Malaga,51.87,141.3,2026-05-07,venue_malaga_034,2026-02-02 07:50:14,94,96.58500000000001,0
int_0005252,2026-02-03 04:09:04,user_096,sess_00538,event_01304,swipe,right,True,discover,Music,Jazz,Fusion,Bilbao,23.21,62.06,2026-05-27,venue_bilbao_002,2026-02-03 04:09:34,113,42.635000000000005,1
int_0005253,2026-02-03 22:48:29,user_096,sess_00538,event_00734,swipe,right,True,discover,Family,Theme Park,Adventure,Zaragoza,0.4,60.78,2026-05-07,venue_zaragoza_049,2026-02-03 22:50:56,93,30.59,1
int_0005254,2026-02-05 09:57:44,user_096,sess_00535,event_00529,swipe,left,False,planner,Family,Circus,Animal-Free,Zaragoza,58.17,123.38,2026-05-13,venue_zaragoza_057,2026-02-05 09:58:32,97,90.775,0
int_0005255,2026-02-06 00:58:23,user_096,sess_00538,event_00970,swipe,right,True,discover,Family,Magic,Family Magic,Zaragoza,41.78,105.37,2026-07-15,venue_zaragoza_042,2026-02-06 01:02:13,159,73.575,1
int_0005256,2026-02-06 08:22:32,user_096,sess_00538,event_00704,swipe,right,True,discover,Family,Magic,Stage Magic,Zaragoza,24.7,75.49,2026-05-07,venue_zaragoza_030,2026-02-06 08:22:49,90,50.095,1
int_0005257,2026-02-07 04:59:21,user_096,sess_00535,event_00620,swipe,right,True,discover,Family,Circus,Acrobatics,Zaragoza,33.9,97.51,2026-06-03,venue_zaragoza_067,2026-02-07 05:01:59,116,65.705,1
int_0005258,2026-02-08 08:21:51,user_096,sess_00535,event_00529,swipe,right,True,planner,Family,Circus,Animal-Free,Zaragoza,58.17,123.38,2026-05-13,venue_zaragoza_057,2026-02-08 08:23:02,94,90.775,1
int_0005259,2026-02-09 01:53:03,user_096,sess_00536,event_01281,swipe,right,True,map,Family,Kids,Disney,Zaragoza,37.82,106.0,2026-07-08,venue_zaragoza_065,2026-02-09 01:53:42,149,71.91,1
int_0005260,2026-02-09 19:30:39,user_096,sess_00537,event_01156,swipe,right,True,discover,Family,Circus,Animal-Free,Madrid,26.24,42.41,2026-05-16,venue_madrid_067,2026-02-09 19:33:04,96,34.324999999999996,1
int_0005261,2026-02-11 01:10:22,user_096,sess_00538,event_00414,swipe,left,False,discover,Family,Circus,Classic Circus,Zaragoza,43.41,125.6,2026-07-27,venue_zaragoza_010,2026-02-11 01:12:04,166,84.505,0
int_0005262,2026-02-11 23:38:55,user_096,sess_00535,event_01097,swipe,right,True,discover,Family,Circus,Animal-Free,Malaga,59.45,85.86,2026-05-17,venue_malaga_063,2026-02-11 23:40:52,95,72.655,1
int_0005263,2026-02-13 04:52:36,user_096,sess_00537,event_01447,swipe,right,True,discover,Family,Circus,Animal-Free,Zaragoza,16.81,74.56,2026-05-27,venue_zaragoza_063,2026-02-13 04:54:46,103,45.685,1
int_0005264,2026-02-13 13:18:59,user_096,sess_00538,event_00006,swipe,left,False,discover,Music,Urban,Reggaeton,Zaragoza,56.8,124.7,2026-06-19,venue_zaragoza_037,2026-02-13 13:20:53,126,90.75,0
int_0005265,2026-02-14 11:59:57,user_096,sess_00538,event_01183,swipe,right,True,discover,Arts & Theatre,Theatre,Comedy,Zaragoza,14.87,23.72,2026-05-24,venue_zaragoza_004,2026-02-14 12:03:13,99,19.294999999999998,1
int_0005266,2026-02-15 19:52:01,user_096,sess_00538,event_00314,swipe,right,True,planner,Family,Kids,Puppets,Zaragoza,50.34,92.85,2026-08-14,venue_zaragoza_050,2026-02-15 19:54:15,180,71.595,1
int_0005267,2026-02-16 05:11:53,user_096,sess_00538,event_00319,swipe,left,False,discover,Music,Electronic,Techno,Zaragoza,51.53,84.89,2026-07-13,venue_zaragoza_059,2026-02-16 05:14:16,147,68.21000000000001,0
int_0005268,2026-02-17 03:09:59,user_096,sess_00538,event_00977,swipe,right,True,discover,Family,Magic,Stage Magic,Sevilla,19.3,63.57,2026-07-01,venue_sevilla_049,2026-02-17 03:13:40,134,41.435,1
int_0005269,2026-02-18 14:40:20,user_096,sess_00537,event_01281,swipe,right,True,discover,Family,Kids,Disney,Zaragoza,37.82,106.0,2026-07-08,venue_zaragoza_065,2026-02-18 14:44:17,140,71.91,1
int_0005270,2026-02-19 23:19:21,user_096,sess_00536,event_00373,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Zaragoza,70.33,144.62,2026-05-17,venue_zaragoza_023,2026-02-19 23:23:00,87,107.475,0
int_0005271,2026-02-20 14:13:27,user_096,sess_00536,event_00970,swipe,right,True,planner,Family,Magic,Family Magic,Zaragoza,41.78,105.37,2026-07-15,venue_zaragoza_042,2026-02-20 14:14:05,145,73.575,1
int_0005272,2026-02-20 20:09:53,user_096,sess_00535,event_00258,swipe,right,True,planner,Family,Theme Park,Adventure,Valencia,23.03,91.69,2026-06-07,venue_valencia_070,2026-02-20 20:13:48,107,57.36,1
int_0005273,2026-02-22 06:00:09,user_096,sess_00536,event_00890,swipe,right,True,map,Family,Magic,Stage Magic,Zaragoza,0.06,46.16,2026-05-01,venue_zaragoza_058,2026-02-22 06:00:16,68,23.11,1
int_0005274,2026-02-23 05:10:20,user_096,sess_00537,event_00796,swipe,left,False,discover,Music,Electronic,Techno,Malaga,17.03,96.08,2026-08-05,venue_malaga_053,2026-02-23 05:11:55,163,56.555,0
int_0005275,2026-02-24 06:55:35,user_096,sess_00537,event_00985,swipe,left,False,discover,Arts & Theatre,Exhibition,Modern Art,Zaragoza,41.37,101.94,2026-06-14,venue_zaragoza_048,2026-02-24 06:57:28,110,71.655,0
int_0005276,2026-02-24 19:03:12,user_096,sess_00538,event_00365,swipe,right,True,planner,Family,Circus,Animal-Free,Valencia,14.25,26.32,2026-06-03,venue_valencia_037,2026-02-24 19:04:57,99,20.285,1
int_0005277,2026-02-25 11:25:57,user_096,sess_00538,event_01281,swipe,right,True,discover,Family,Kids,Disney,Zaragoza,37.82,106.0,2026-07-08,venue_zaragoza_065,2026-02-25 11:29:47,133,71.91,1
int_0005278,2026-02-26 20:37:34,user_096,sess_00538,event_00997,swipe,left,False,map,Music,Rock,Alternative Rock,Madrid,44.11,114.47,2026-06-26,venue_madrid_031,2026-02-26 20:37:52,120,79.28999999999999,0
int_0005279,2026-02-27 09:16:54,user_096,sess_00536,event_00314,swipe,left,False,map,Family,Kids,Puppets,Zaragoza,50.34,92.85,2026-08-14,venue_zaragoza_050,2026-02-27 09:19:16,168,71.595,0
int_0005280,2026-02-27 14:01:01,user_096,sess_00536,event_00890,swipe,right,True,map,Family,Magic,Stage Magic,Zaragoza,0.06,46.16,2026-05-01,venue_zaragoza_058,2026-02-27 14:03:48,63,23.11,1
int_0005281,2026-02-28 02:41:48,user_096,sess_00535,event_00261,swipe,left,False,discover,Sports,Running,Marathon,Zaragoza,53.15,92.32,2026-07-22,venue_zaragoza_024,2026-02-28 02:42:01,144,72.735,0
int_0005282,2026-03-01 12:04:20,user_096,sess_00535,event_00620,swipe,right,True,map,Family,Circus,Acrobatics,Zaragoza,33.9,97.51,2026-06-03,venue_zaragoza_067,2026-03-01 12:05:07,94,65.705,1
int_0005283,2026-03-02 19:32:41,user_096,sess_00537,event_00014,swipe,right,True,map,Family,Kids,Educational,Bilbao,8.06,25.53,2026-08-16,venue_bilbao_014,2026-03-02 19:35:08,167,16.795,1
int_0005284,2026-03-04 00:52:02,user_096,sess_00536,event_01212,swipe,left,False,map,Music,Pop,Mainstream Pop,Valencia,32.3,105.88,2026-06-27,venue_valencia_039,2026-03-04 00:52:38,115,69.09,0
int_0005285,2026-03-05 10:07:46,user_096,sess_00538,event_00108,swipe,left,False,discover,Music,Electronic,Techno,Zaragoza,27.73,88.17,2026-07-19,venue_zaragoza_012,2026-03-05 10:07:51,136,57.95,0
int_0005286,2026-03-06 08:35:09,user_096,sess_00537,event_00620,swipe,right,True,discover,Family,Circus,Acrobatics,Zaragoza,33.9,97.51,2026-06-03,venue_zaragoza_067,2026-03-06 08:37:12,89,65.705,1
int_0005287,2026-03-06 15:30:51,user_096,sess_00537,event_00139,swipe,right,True,discover,Family,Circus,Animal-Free,Sevilla,9.05,22.12,2026-06-29,venue_sevilla_061,2026-03-06 15:33:14,115,15.585,1
int_0005288,2026-03-07 21:56:33,user_096,sess_00537,event_00923,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,52.88,135.72,2026-05-20,venue_madrid_057,2026-03-07 21:58:46,74,94.3,1
int_0005289,2026-03-08 08:59:21,user_096,sess_00535,event_00711,swipe,left,False,map,Music,Urban,Reggaeton,Sevilla,67.85,136.18,2026-07-14,venue_sevilla_011,2026-03-08 08:59:36,128,102.015,0
int_0005290,2026-03-08 17:04:45,user_096,sess_00536,event_00981,swipe,right,True,discover,Family,Theme Park,Water Park,Barcelona,30.32,98.58,2026-06-19,venue_barcelona_057,2026-03-08 17:08:00,103,64.45,1
int_0005291,2026-03-19 19:23:01,user_097,sess_00543,event_01141,swipe,right,True,discover,Family,Circus,Acrobatics,Malaga,46.98,103.94,2026-07-06,venue_malaga_002,2026-03-19 19:24:13,109,75.46,1
int_0005292,2026-03-21 04:42:43,user_097,sess_00542,event_00884,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,16.63,29.43,2026-05-19,venue_madrid_042,2026-03-21 04:46:12,59,23.03,1
int_0005293,2026-03-21 20:02:09,user_097,sess_00542,event_00139,swipe,right,True,discover,Family,Circus,Animal-Free,Sevilla,9.05,22.12,2026-06-29,venue_sevilla_061,2026-03-21 20:04:38,100,15.585,1
int_0005294,2026-03-23 04:39:51,user_097,sess_00543,event_00788,swipe,right,True,discover,Family,Theme Park,Season Pass,Sevilla,43.45,62.98,2026-08-11,venue_sevilla_051,2026-03-23 04:41:28,141,53.215,1
int_0005295,2026-03-24 15:31:09,user_097,sess_00542,event_01121,swipe,right,True,map,Family,Magic,Family Magic,Sevilla,40.48,75.65,2026-07-24,venue_sevilla_017,2026-03-24 15:34:09,122,58.065,1
int_0005296,2026-03-25 05:10:31,user_097,sess_00539,event_00788,swipe,right,True,discover,Family,Theme Park,Season Pass,Sevilla,43.45,62.98,2026-08-11,venue_sevilla_051,2026-03-25 05:13:31,139,53.215,1
int_0005297,2026-03-26 17:06:39,user_097,sess_00544,event_00356,swipe,right,True,discover,Family,Theme Park,Adventure,Sevilla,44.04,76.19,2026-06-04,venue_sevilla_049,2026-03-26 17:07:58,70,60.114999999999995,1
int_0005298,2026-03-27 07:12:12,user_097,sess_00543,event_00842,swipe,right,True,discover,Family,Circus,Classic Circus,Sevilla,18.95,32.16,2026-07-08,venue_sevilla_055,2026-03-27 07:13:38,103,25.555,1
int_0005299,2026-03-27 22:54:23,user_097,sess_00543,event_01275,swipe,left,False,discover,Sports,Football,Friendly,Sevilla,18.97,96.25,2026-05-28,venue_sevilla_034,2026-03-27 22:54:38,62,57.61,0
int_0005300,2026-03-28 09:27:02,user_097,sess_00542,event_00675,swipe,right,True,discover,Family,Circus,Classic Circus,Sevilla,46.12,72.03,2026-07-04,venue_sevilla_019,2026-03-28 09:27:12,98,59.075,1
int_0005301,2026-03-28 15:01:58,user_097,sess_00539,event_00614,swipe,right,True,discover,Family,Circus,Animal-Free,Sevilla,10.79,68.76,2026-08-07,venue_sevilla_064,2026-03-28 15:04:30,132,39.775000000000006,1
int_0005302,2026-03-30 01:49:39,user_097,sess_00541,event_00665,swipe,right,True,discover,Family,Magic,Family Magic,Sevilla,8.71,88.07,2026-05-29,venue_sevilla_061,2026-03-30 01:50:50,60,48.39,1
int_0005303,2026-03-30 10:36:16,user_097,sess_00540,event_00504,swipe,left,False,planner,Family,Theme Park,Season Pass,Bilbao,33.79,104.93,2026-06-13,venue_bilbao_057,2026-03-30 10:38:40,75,69.36,0
int_0005304,2026-03-31 14:50:16,user_097,sess_00539,event_00644,swipe,right,True,discover,Family,Kids,Disney,Sevilla,23.4,78.79,2026-06-02,venue_sevilla_069,2026-03-31 14:54:10,63,51.095,1
int_0005305,2026-04-02 00:03:14,user_097,sess_00543,event_01000,swipe,right,True,map,Family,Magic,Family Magic,Sevilla,52.38,126.49,2026-06-10,venue_sevilla_008,2026-04-02 00:03:43,69,89.435,1
int_0005306,2026-04-02 07:49:57,user_097,sess_00542,event_00665,swipe,right,True,map,Family,Magic,Family Magic,Sevilla,8.71,88.07,2026-05-29,venue_sevilla_061,2026-04-02 07:53:14,57,48.39,1
int_0005307,2026-04-03 10:02:11,user_097,sess_00544,event_00139,swipe,right,True,discover,Family,Circus,Animal-Free,Sevilla,9.05,22.12,2026-06-29,venue_sevilla_061,2026-04-03 10:02:30,87,15.585,1
int_0005308,2026-04-04 05:04:05,user_097,sess_00544,event_01434,swipe,left,False,discover,Sports,Motor,Formula,Sevilla,66.35,124.73,2026-07-10,venue_sevilla_025,2026-04-04 05:05:53,97,95.53999999999999,0
int_0005309,2026-04-05 15:24:44,user_097,sess_00539,event_00348,swipe,right,True,discover,Family,Kids,Disney,Sevilla,47.47,115.91,2026-08-08,venue_sevilla_069,2026-04-05 15:27:06,125,81.69,1
int_0005310,2026-04-06 10:42:54,user_097,sess_00539,event_00348,swipe,right,True,discover,Family,Kids,Disney,Sevilla,47.47,115.91,2026-08-08,venue_sevilla_069,2026-04-06 10:45:14,124,81.69,1
int_0005311,2026-04-07 09:24:15,user_097,sess_00541,event_00322,swipe,right,True,discover,Sports,Football,Champions,Sevilla,48.65,61.2,2026-06-23,venue_sevilla_064,2026-04-07 09:24:38,77,54.925,1
int_0005312,2026-04-08 15:16:37,user_097,sess_00540,event_00348,swipe,right,True,map,Family,Kids,Disney,Sevilla,47.47,115.91,2026-08-08,venue_sevilla_069,2026-04-08 15:20:17,122,81.69,1
int_0005313,2026-04-08 23:22:39,user_097,sess_00542,event_01086,swipe,right,True,discover,Family,Kids,Educational,Sevilla,37.57,95.13,2026-08-15,venue_sevilla_033,2026-04-08 23:26:36,129,66.35,1
int_0005314,2026-04-09 22:20:12,user_097,sess_00539,event_00641,swipe,left,False,discover,Family,Theme Park,Season Pass,Sevilla,55.85,110.93,2026-07-29,venue_sevilla_010,2026-04-09 22:23:28,111,83.39,0
int_0005315,2026-04-11 00:35:39,user_097,sess_00542,event_00842,swipe,right,True,map,Family,Circus,Classic Circus,Sevilla,18.95,32.16,2026-07-08,venue_sevilla_055,2026-04-11 00:38:01,88,25.555,1
int_0005316,2026-04-12 00:24:17,user_097,sess_00542,event_00764,swipe,right,True,discover,Family,Kids,Disney,Sevilla,1.6,24.29,2026-07-21,venue_sevilla_064,2026-04-12 00:26:20,100,12.945,1
int_0005317,2026-04-12 11:56:34,user_097,sess_00544,event_00644,swipe,right,True,discover,Family,Kids,Disney,Sevilla,23.4,78.79,2026-06-02,venue_sevilla_069,2026-04-12 11:58:24,51,51.095,1
int_0005318,2026-04-12 16:53:00,user_097,sess_00541,event_00832,swipe,right,True,discover,Sports,Football,Friendly,Sevilla,41.58,56.41,2026-08-11,venue_sevilla_024,2026-04-12 16:54:39,121,48.995,1
int_0005319,2026-04-13 04:31:25,user_097,sess_00541,event_00860,swipe,right,True,discover,Family,Circus,Acrobatics,Sevilla,48.71,109.91,2026-08-17,venue_sevilla_045,2026-04-13 04:35:18,126,79.31,1
int_0005320,2026-04-14 01:12:06,user_097,sess_00544,event_00318,swipe,left,False,discover,Sports,Motor,Rally,Valencia,44.25,130.43,2026-07-24,venue_valencia_040,2026-04-14 01:12:08,101,87.34,0
int_0005321,2026-04-14 23:18:05,user_097,sess_00542,event_00176,swipe,right,True,map,Family,Magic,Stage Magic,Sevilla,13.45,102.23,2026-06-30,venue_sevilla_047,2026-04-14 23:19:26,77,57.84,1
int_0005322,2026-04-16 08:30:35,user_097,sess_00542,event_00896,swipe,right,True,discover,Family,Circus,Classic Circus,Malaga,53.72,119.39,2026-07-06,venue_malaga_053,2026-04-16 08:32:19,81,86.555,1
int_0005323,2026-04-16 23:11:55,user_097,sess_00543,event_00357,swipe,left,False,discover,Music,Rock,Classic Rock,Zaragoza,51.14,134.67,2026-05-19,venue_zaragoza_005,2026-04-16 23:12:16,33,92.905,0
int_0005324,2026-03-20 17:24:22,user_098,sess_00547,event_00845,swipe,left,False,discover,Family,Circus,Classic Circus,Malaga,56.47,117.98,2026-08-10,venue_malaga_054,2026-03-20 17:26:34,143,87.225,0
int_0005325,2026-03-21 08:38:42,user_098,sess_00547,event_01308,swipe,left,False,discover,Sports,Basketball,EuroLeague,Malaga,65.8,105.96,2026-06-27,venue_malaga_063,2026-03-21 08:41:57,98,85.88,0
int_0005326,2026-03-22 03:30:51,user_098,sess_00545,event_00122,swipe,left,False,discover,Music,Urban,Trap,Malaga,60.76,115.84,2026-05-10,venue_malaga_048,2026-03-22 03:30:56,49,88.3,0
int_0005327,2026-03-23 00:14:05,user_098,sess_00545,event_00845,swipe,left,False,discover,Family,Circus,Classic Circus,Malaga,56.47,117.98,2026-08-10,venue_malaga_054,2026-03-23 00:16:36,140,87.225,0
int_0005328,2026-03-23 11:39:07,user_098,sess_00546,event_01172,swipe,left,False,planner,Music,Pop,Synth Pop,Malaga,68.37,154.93,2026-05-17,venue_malaga_058,2026-03-23 11:41:27,55,111.65,0
int_0005329,2026-03-24 12:58:38,user_098,sess_00547,event_00896,swipe,left,False,map,Family,Circus,Classic Circus,Malaga,53.72,119.39,2026-07-06,venue_malaga_053,2026-03-24 13:00:18,104,86.555,0
int_0005330,2026-03-25 00:20:27,user_098,sess_00547,event_00348,swipe,right,True,discover,Family,Kids,Disney,Sevilla,47.47,115.91,2026-08-08,venue_sevilla_069,2026-03-25 00:21:43,136,81.69,1
int_0005331,2026-03-25 12:32:47,user_098,sess_00546,event_01055,swipe,right,True,discover,Family,Kids,Puppets,Malaga,0.35,46.1,2026-06-10,venue_malaga_008,2026-03-25 12:35:49,77,23.225,1
int_0005332,2026-03-26 18:57:41,user_098,sess_00546,event_01320,swipe,left,False,discover,Music,Pop,Mainstream Pop,Madrid,64.1,143.98,2026-05-12,venue_madrid_052,2026-03-26 19:00:14,47,104.03999999999999,0
int_0005333,2026-03-27 19:27:55,user_098,sess_00547,event_00261,swipe,left,False,discover,Sports,Running,Marathon,Zaragoza,53.15,92.32,2026-07-22,venue_zaragoza_024,2026-03-27 19:29:08,117,72.735,0
int_0005334,2026-03-28 22:43:43,user_098,sess_00545,event_01086,swipe,right,True,discover,Family,Kids,Educational,Sevilla,37.57,95.13,2026-08-15,venue_sevilla_033,2026-03-28 22:44:15,140,66.35,1
int_0005335,2026-03-29 12:14:55,user_098,sess_00547,event_00359,swipe,right,True,discover,Family,Magic,Stage Magic,Malaga,0.68,25.87,2026-06-22,venue_malaga_043,2026-03-29 12:17:24,85,13.275,1
int_0005336,2026-03-30 16:59:52,user_098,sess_00546,event_01055,swipe,right,True,discover,Family,Kids,Puppets,Malaga,0.35,46.1,2026-06-10,venue_malaga_008,2026-03-30 17:02:51,72,23.225,1
int_0005337,2026-03-31 22:08:40,user_098,sess_00545,event_00845,swipe,right,True,discover,Family,Circus,Classic Circus,Malaga,56.47,117.98,2026-08-10,venue_malaga_054,2026-03-31 22:10:11,132,87.225,1
int_0005338,2026-04-02 07:25:44,user_098,sess_00546,event_01488,swipe,right,True,discover,Family,Magic,Illusion,Malaga,44.0,81.02,2026-05-21,venue_malaga_003,2026-04-02 07:26:15,49,62.51,1
int_0005339,2026-04-03 07:00:26,user_098,sess_00546,event_00086,swipe,right,True,discover,Family,Theme Park,Adventure,Malaga,54.63,63.89,2026-07-02,venue_malaga_013,2026-04-03 07:02:45,90,59.260000000000005,1
